ticker,open,high,low,close,volume,market_cap,date
ABBV,198.0,201.36,196.83,200.88,4554031.0,9.1481376E8,2025-02-20
ABBV,200.32,203.975,200.015,202.08,4965198.0,1.00336723E9,2025-02-21
