ticker,open,high,low,close,volume,market_cap,date
ABBV,192.0,197.02,190.6683,196.25,5710992.0,1.12078221E9,2025-02-18
ABBV,196.79,198.11,196.01,197.35,4307654.0,8.5011552E8,2025-02-19
